LineID,Type,Speaker,Value,Next
,Char,,C:Enter:Yeun,await
,Text,하예은,이 시간에 거기서 뭐 하는거야? 그런 얼빵한 얼굴로.,click
,Text,{{Player}},"얼, 얼빵한 얼굴?",click
,Text,하예은,"<emote=BrightSmile/>그래, 얼빵한 얼굴. 그게 그 얼굴이 아니면 뭔데?",click
,Text,,내가 그렇게 바보같이 서 있었나.,click
,Text,{{Player}},그냥 서 있던건데…,click
,Text,하예은,"<emote=Default/>됐고, 그건 뭐야?",click
,Text,,예은이 내 손에 들린 것을 가리키며 물었다.\n손에는 아까 행정실에서 받은 중앙동아리 등록신청서 양식이 들려 있었다.,click
,Text,,"이렇게 해결 불가능할 것 같은 문제에 봉착했으니,\n얼빵한 얼굴이었다고 할지라도 거짓말은 아닐 것이다.",click
,Text,{{Player}},"아, 이건 중앙동아리 신…",click
,Text,,대답을 하려다가 머릿속을 스치는 생각에 말을 멈추었다.,click
,Text,{{Player}},그…,click
,Text,하예은,뭐?,click
,Text,{{Player}},"그게, 그러니까…",click
,Text,하예은,<emote=Glare/>말 똑바로 안 해? 답답하게 할래?!,click
,Text,{{Player}},"아니, 그러니까!\n그, 동아리 하는 거 있어?",click
,Text,하예은,동아리?,click
,Text,,예은이 말도 안 되는 소리를 들은 듯 미간을 찌푸렸다.,click
,Text,,그를 보니 말을 뱉어 놓고도 극심한 후회가 밀려오기 시작했다.,click
,Text,,이 세상에 태권도 하는 애한테 코딩 동아리를 들어 달라고 하는 멍청이가 또 있을까?,click
,Text,,10년도 넘어서 다시 만난 어린 시절 친구한테 동아리 들어달라고 해도 되는 건가?\n믿기는 믿을까? 다단계라고 생각하는 거 아니야?,click
,Text,,마른침을 삼키는데 나를 바라보던 예은이 대수롭지 않게 대답했다.,click
,Text,하예은,<emote=Default/>아무것도 안 하는데?\n그런 거 안해. 운동하느라 바쁜데 할 시간이 어디 있어.,click
,Text,{{Player}},"아, 그, 그렇지?",click
,Text,,아무래도 바쁘긴 하겠지. 애초에 말도 안 되는 거였다.\n누군가에게 갑자기 동아리를 들어 달라는 말을 한 것만으로도 지금 이미 큰 발전을 한 거다.,click
,Text,,손에 들고 있던 신청서를 접어 가방에 넣으려는데 예은이 말했다.,click
,Text,하예은,그런데…,click
,Text,하예은,<emote=EyeSmile/>싹싹 빌면 해 줄 수도 있고?,click
,Text,{{Player}},"뭐? 그게 무슨,",click
,Text,하예은,이리 줘 봐. 무슨 동아리인지나 보게.,click
,Text,,말이 끝나기도 예은이 재빠르게 손에 들린 신청서를 낚아챘다.,click
,Text,,종이를 읽어보던 예은이 의아하다는 듯 말했다.,click
,Text,하예은,<emote=Default/>알고리즘 코딩? AI?,click
,Text,하예은,"{{Player}}, 컴퓨터공학과였어?",click
,Text,,"아, 무슨 과인지도 내가 말을 안 했었나.\n약간 머쓱해져 대답하려는데 그러기도 전에 나를 슥 한번 훑어본 예은이 말했다.",click
,Text,하예은,"뭐, 그래 보이기는 해.",click
,Text,{{Player}},무슨 소리야?!,click
,Text,하예은,"됐고, 나 이런 거 할 줄 몰라. 당연하잖아.\n모르지 않을텐데, 왜 들어와달라고 한 건데?",click
,Text,{{Player}},그게… 사실 지금 인원이 모자라서 중앙동아리 등록을 못 하게 생겼거든.,click
,Text,,내 말을 들은 예은이 킥킥 웃으며 말했다.,click
,Text,하예은,"<emote=BrightSmile/>{{Player}}, 친구 없지?",click
,Text,,윽.\n차마 대답할 수 없는 말에 슬슬 눈을 피하자 예은이 한 번 더 웃더니 말했다.,click
,Text,하예은,"뭐, 잘됐네. 친구가 없다니.",click
,Text,하예은,너 친구는 나 하나밖에 없는 거잖아?\n예전이나 지금이나 말이지!,click
,Text,,그 말을 하는 예은은 무언가 굉장히 만족스러워 보였다.,click
,Text,하예은,좋아!\n내가 특별히 들어가 줄게.,click
,Text,,예은이 한 말에 귀를 의심했다.,click
,Text,하예은,"어쩔 수 없다니까. 친구가 오로지 나밖에 없다는데 어떡하겠어, 내가 들어가 줘야지.",click
,Text,,…그런 말은 한 적 없는데.,click
,Text,,하지만 나는 지금 을이다. 찬밥 더운밥 가릴 때가 아니라는 말이다.\n예은이 마음을 바꾸기 전에 빨리 가입신청서부터 받아야겠다.,click
,Text,,"급하게 아까 행정실에서 몇 장 챙겨나왔던 가입신청서를 가방에서 꺼내고,\n볼펜 하나도 같이 꺼냈다.",click
,Text,,만족스러운 웃음이 아직 남아있는 예은이 볼펜을 받아들고 말했다.,click
,Text,하예은,다리 올려.,click
,Text,{{Player}},뭐라고?,click
,Text,하예은,<emote=Default/>다리 올리라고!\n그럼 내가 허공에 대고 이걸 쓰라고?!,click
,Text,{{Player}},"그렇다고 무슨 다리를,",click
,Text,하예은,"<emote=Glare/>아씨, 답답하게 진짜!",click
,Char,,C:Exit,await

,Sound,,SFX:1000,>
,CG,,CG_Yeun_01:0.8,click
,FX,,DialogueShow,await
,Text,,예은이 덥석 내 왼쪽 무릎 뒤편에 손바닥을 대고 잡아올려 옆의 화단에 올려두었다.\n그러고는 망설임 없이 가입신청서를 내 허벅지에 올려두고는 작성하기 시작했다.,click
,Text,하예은,"태권도…학과, 이름, 하…예, 은.",click
,Text,,작은 목소리로 하나하나 칸을 채워가는 예은의 손이 움직일 때마다\n다리 위에서 볼펜이 지나가는 자국이 간지러웠다.,click
,Text,하예은,가입동기?\n이건 뭐라고 써야 돼?,click
,Text,,예은이 뭔가를 고민하는 듯 한곳에서 볼펜을 툭툭 두드렸다.\n여전히 간지러운 느낌이 들었다.,click
,Text,,"하지만 그만하라고 말하면 예은이 또 화를 낼 것 같았기 때문에,\n아예 다른 생각을 하기 시작했다.",click
,Text,,이제 한 명 구해서 어느 세월에 부원 수를 다 채우지?\n공개적으로 구하는 수밖에 없나?,click
,Text,하예은,응? 뭐라고 써야 하냐고.,click
,Text,,어디서 구하지? 학교 커뮤니티?\n아니면 차라리 학생회관에 전단지라도 붙일까.,click
,CG,,Close,await

,Char,,C:Enter:Yeun,await
,FX,,CamShake,>
,Text,하예은,{{Player}}!,click
,Text,{{Player}},어?,click
,Text,,한참을 다른 생각을 하던 중 예은이 이름을 외치는 소리에 정신을 차렸다.,click
,Text,하예은,<emote=Default/>가입동기에 뭐라고 쓰냐고.\n회장이라는 자식이 친구 하나 없어서 울고 있는 모습이 불쌍해서 그렇다고 할 수는 없잖아!,click
,Text,{{Player}},"그, 운동하다 보니 AI에 관심이 생겼다고 대충 써.\n어차피 제대로 안 볼 거야.",click
,Text,하예은,<emote=Glare/>제대로 보지도 않을 거면서 동아리 등록은 왜 안 시켜주는거야?\n어이가 없네.,click
,Text,,예은이 중얼거리며 가입동기 칸에 몇 문장을 휘갈겨 썼다.,click
,Text,하예은,자.,click
,Text,,예은이 자신만만한 얼굴로 신청서를 내 가슴팍에 내밀며 말했다.,click
,Text,하예은,"<emote=EyeSmile/>보아하니 내가 첫 번째 부원인 것 같은데, 그런 만큼 제대로 모시라고!",click
,Text,{{Player}},응. 고마워. 너 아니었으면 지금 진짜로 큰일날 뻔했어.,click
,Text,,예은의 신청서를 다시 파일에 끼우고 가방에 넣으며 대답했다.,click
,Text,,그러자 예은은 당황한 듯 얼굴이 달아올랐다.,click
,Text,하예은,"<emote=Shy/>그, 그… 별 것도 아닌데 뭐가 그렇게 진지하게 고마운데?!",click
,Text,,혹시 고맙다는 말로는 뭐가 부족한가?\n모시는 게 존댓말을 쓰라는 뜻은 아니었겠지?,click
,Text,{{Player}},그럼 고마워하지 말아야 해?,click
,Text,하예은,당연히 고마워해야지!,click
,Text,,내 말에 예은이 버럭 소리쳤다.,click
,Text,{{Player}},그러면 왜…,click
,Text,하예은,<emote=Default/>됐어! 나 간다! 너 좋아서 등록해준 거 아니고 불쌍해서니까!,click
,Text,,예은은 휙 돌아섰다가 다시 돌아보고는 아까보다는 작아진 목소리로 말했다.,click
,Text,하예은,"나 매주 수요일에는 운동 길게 하니까, 수요일에 뭐 하자고 하기만 해.\n수요일 빼라고 했다!",click
,Text,{{Player}},알았어. 수요일에 활동 등록 안 할게.,click
,Text,,내 말에 예은은 뾰로통한 얼굴로 고개를 까딱이고는 몸을 돌려 빠르게 뛰어갔다.,click
,Char,,C:Exit,await
,Text,,"그 때나 지금이나, 달리기는 여전히 과도하게 빠르다.",click
,Text,,생각보다 대화를 길게 해서인지 어쩐지 지친다. 오늘 집 가기 전에는...,click
,Flow,,Schedule,await

# 자취방_밤_불켜짐
,Sound,,BGM:Roa,>
,BG,,BG_MyRoom_Interior_Night_LightOn:Fade,await
,Place,,새 학기 2일차 밤 | 자취방,>
,Text,,집에 도착한 지 얼마 되지 않아 핸드폰에서 짧은 진동이 울렸다.,click
,Char,,C:Enter:Roa:Default,await
,Text,로아,"{{Player}}, 동아리 등록 신청은 잘 했어? 궁금해!",click
,Text,{{Player}},잘 못 했어. 인원수가 부족하면 신청이 안 되는지 몰랐거든.,click
,Text,{{Player}},4명을 구해야 한대.,click
,Text,{{Player}},그래도 1명 구했어.,click
,Text,로아,"<emote=Surprise/>엑, 진짜?",click
,Text,로아,그런데 어떻게 이렇게 빨리 구한거야? 대단해!,click
,Text,{{Player}},길 가다가 하예은을 만나서.,click
,Text,{{Player}},안해줄 것 같았는데 의외로 해 주더라고.,click
,Text,로아,예은이라면 오랜만에 만났다는 그 친구지?,click
,Text,로아,<emote=EyeSmile/>착한 친구잖아! 다행이야. 그럼 앞으로 4명인가? 힘내보자!,click
,Char,,C:Exit,await
# 자취방_책상
,BG,,BG_MyRoom_Desk:Cross,await
,Text,,하지만 솔직히 영 감이 오지 않는다.\n3명을 어디서 더 구하는 게 좋지?,click
,Text,,로아의 코드를 이것저것 살펴보다가도 그 생각에 좀처럼 집중하기가 어려웠다.,click
,Text,,"그러다 보니 시간이 흐르는 걸 눈치채지 못했는데, 어느새 어두워졌다.",click
,Char,,C:Enter:Roa:Default,await
,Text,로아,"{{Player}}, 벌써 새벽 1시야. 자야지!",click
,Text,,새벽 1시라고? 그 말에 시계를 바라보니 정말로 1시가 훌쩍 넘어 있었다.,click
,Text,{{Player}},잠이 안 와서. 좀 더 볼 것도 있고.,click
,Text,로아,언제까지? 내일 수업도 있는데. 늦게 자지 않기로 약속했잖아!,click
,Text,{{Player}},그런 약속 한 적 없는데…,click
,Text,로아,<emote=Glare/>어쨌든!,click
,Text,{{Player}},진짜 금방 잘 거야. 한 시간만 있다가 잘게.,click
,Text,로아,거짓말! 이러면 보통 밤 새던데? 그럼 나도 안 자!,click
,Text,,뾰로통한 표정이 귀엽기는 한데 어이가 없다.\n깨어 있어서 뭘 할 수 있다고 안 잔다는 말을 하지?,click
,Text,,뭔가 강아지가 조는 걸 보는 기분이다.,click
,Text,,"옆에 있는 음료수 병을 집어들었는데 병도 비었다.\n귀찮기는 하지만, 잠시 숨 좀 돌릴 겸 나갔다 올까.",click
,Text,,편의점을 가기 위해 자리에서 일어나 기지개를 켰다.,click
,Char,,C:Exit,await

# 편의점
DBG_STORE,Sound,,BGM:Daily2,>
,BG,,BG_ConvenienceStore_Inside:Fade,await
,Place,,밤 | 집 앞 편의점,>
,Text,,학기 초라 그런지 늦은 시간인데도 제법 사람 많은 거리를 지나 편의점에 도착했다.,click
,Text,,"늘 먹는 음료수가 진열된 냉장고 앞에 섰는데, 남은 게 3개밖에 없다.",click
,Text,,잠시 고민하다가 3개를 전부 집어들었다.\n자주 먹는 거라 냉장고에 넣어둘 생각이었다.,click
,Text,,"왜 이건 큰 병으로는 안 나오지.\n인터넷에서는 다들 이게 그렇게 맛없다는데, 나는 이 이상의 음료수를 찾지 못했다.",click
,Text,,3개를 모두 계산하고 그냥 손에 들고 나왔다.,click
,BG,,BG_ConvenienceStore_Night:Fade:Cross,await
,Text,,서둘러 집으로 걸음을 옮기려는데 뒤에서 누군가가 나를 붙잡았다.,click
,Char,,C:Enter:Heewon,await
,Sound,,BGM:Heewon,>
,Text,도희원,저기요!,click
,Text,,뒤를 돌아보자 화려한 외모의 여자가 서 있었다.\n있는대로 꾸민 신입생들이 가득한 거리에서도 단연 눈에 띌 정도였다.,click
,Text,도희원,그거 저도 사고 싶은데요.,click
,Text,,앞뒤 없는 말에 잠깐 당황했지만 이내 여자가 뭘 보고 있었는지 알았다.,click
,Text,,내가 아니라 음료수 보고 있던 거구나.\n하지만 그래서 뭐라고 하는건지는 모르겠어서 되물었다.,click
,Text,{{Player}},근데요?,click
,Text,도희원,한 개만 양보하면 안돼요?,click
,Text,{{Player}},제가 먼저 샀는데요.,click
,Text,도희원,"아는데요, 저도 그거 먹고 싶으니까 한 개만 양보해 달라고요.",click
,Text,{{Player}},저는 3개 먹고 싶은데요.,click
,Text,도희원,<emote=Glare/>지금 다 먹을 거에요?\n그거 아니면 한 개만 다시 환불해주세요. 제가 사가게.,click
,Text,,좀 귀찮은데. 술도 먹은 것 같고.\n진짜 이 음료수 좋아하는 건 맞나?,click
,Text,도희원,저 지금 술 먹어서 속 안 좋거든요?\n저 이럴 때 그거 아니면 속 안 가라앉는다고요.,click
,Text,,내 생각을 읽은 듯 여자가 말했다.,click
,Text,,그런데 이걸 해장으로 쓴다고?\n나도 나지만 저 여자도 진짜 특이하다.,click
,Text,도희원,제가 그쪽 음료수를 뺏겠다는 게 아니잖아요.\n남은 걸 다 가져가면 어떡해요?,click
,Text,도희원,이거 안 그래도 다들 잘 안 들여놓는데. 그쪽도 좋아하면 알 거 아니에요!,click
,Text,,맞는 말이긴 하다. 호불호가 워낙 갈려서 잘 안 들여놓는다.,click
,Text,,그런데 그래서 나도 이 편의점으로 굳이 온 거였다.\n학교 편의점에는 있지도 않다.,click
,Text,도희원,"아, 진짜! 학교 편의점에도 없는데!",click
,Text,,저 여자도 우리 학교인가?\n나이가 들어보인다기보다는 워낙 화려해서 학생이 아닌 줄 알았다.,click
,Text,,여자는 답답하다는 듯 머리를 넘기며 한숨을 쉬더니 물었다.,click
,Text,도희원,"하… 저기요, 이 학교 다녀요?",click
,Text,{{Player}},네.,click
,Text,도희원,"저도 여기 학생이거든요?\n제가 다음에 뭐라도 도와줄테니까, 환불이고 뭐고 됐고 그냥 저한테 파세요.",click
,Text,,여자는 핸드폰을 꺼내 송금 창을 띄운 채 내게 내밀었다.,click
,Text,도희원,지금 토하기 일보직전이니까 빨리 계좌번호 찍어요.\n토하는 거 보고 싶어요?,click
,Text,,저렇게까지 말하니 더 거절하기는 좀 그랬다.,click
,Text,,"너무 적은 금액이라 받기도 조금 민망했지만,\n이제 와서 그냥 주기는 더 이상해서 그냥 계좌번호를 입력했다.",click
,Text,,이내 핸드폰에 진동 알림이 왔다.\n한 손으로 핸드폰을 꺼내는 사이 여자는 내 품에서 한 캔을 휙 집어갔다.,click

,SD,,SD_Heewon_01,await
,Text,,바로 캔을 따 몇 모금을 마신다. 그러자마자 언제 짜증냈었냐는 듯 얼굴이 한껏 밝아진다.,click
,SD,,Close,await

,Text,도희원,"<emote=BrightSmile/>하아, 이제 좀 낫네.",click
,Text,,'경영도희원' 이라고 입력된 입금자명에 다시 여자를 바라보았다.\n되게… 경영학과같지 않네.,click
,Text,,한 번 더 마시던 여자가 나와 눈이 마주쳤다.,click
,Text,도희원,"<emote=Default/>입금자명 확인했죠?\n거짓말한 거 아니니까, 나중에 보면 아는 척이라도 하세요.",click
,Text,,그럴 일은 없을 것 같다.\n이런 사람들과는 가까워질 일이 전혀 없다.,click
,Text,,다은과는 또 다른 의미로 전혀 나와는 다른 사람이었다.\n대충 고개만 끄덕이자 여자는 나를 좀 더 뜯어보더니 픽 웃었다.,click
,Text,도희원,"그런데 뭐, 아는 척을… 할 수 있으면 하세요.\n상경대에서는 본 적 없는 얼굴이라, 할 일이 있을지는 모르겠지만.",click
,Text,,그 말을 마지막으로 캔을 비운 여자가 빈 캔을 다시 내게 쥐어주었다.,click
,Text,도희원,"<emote=EyeSmile/>그럼 갈게요, {{Player}}씨?\n제가 500원 더 보냈으니까 이것까지 부탁 좀. 쓰레기통 보면 속 다시 안 좋을까봐.",click
,Char,,C:Exit,await
,Text,,"뭐야, 내 이름은 어떻게 알았지?",click
,Text,,순간적으로 당황해 뭐라 대답도 못 했다.\n내가 말도 못 하는 사이 여자는 손까지 흔들며 사라졌다.,click
,Text,,졸지에 빈 캔을 들고 서 있게 됐다.\n뭐 저런 여자가 다 있어.,click
,Text,,이름도 생각해 보니 아까 입금할 때 계좌 정보가 떴을 게 당연했다.,click
,Text,,여자가 쥐어준 빈 캔을 쓰레기통에 버리고는 남은 음료를 주머니에 억지로 쑤셔넣었다.,click
,Text,,로아 말이 맞긴 하다. 그냥 일찍 잘걸.,click
,Text,,집 가자마자 자야겠다.,click
,FX,,SceneEnd,await
,Flow,,LoadingScene,await

# 3일차
# 학생회관_게시판
DBG_BOM,FX,,SceneStart:BG_StudentCenter_Board,await
,Sound,,BGM:Daily2,>
,Place,,새 학기 셋째 날 | 학생회관 게시판,>

# 자동저장
,Flow,,Save,await
,Text,,어제 밤에 침대에 누워서 잠들기 직전까지 고민한 게 무색하게 전혀 답을 찾지 못했다.,click
,Text,,다른 동아리들은 어떻게 모집하는지 조금이라도 알아봐야겠다.\n그래서 수업이 끝나자마자 학생회관으로 왔다.,click
,Text,,학생회관 구석진 곳에 있는 동아리 게시판에는 온갖 홍보지가 덕지덕지 붙어 있었다.,click
,Text,,심지어는 게시판이 좁아서인지 다른 동아리의 홍보지 위에 겹쳐서 붙어 있기까지 했다.,click
,Text,,생각해보니 지난번 내가 입부할 때도…\n우리 동아리의 홍보지는 테니스 동아리의 거대한 홍보지에 가려져 있었다.,click
,Text,,"홍보지는 다들 엄청나게 화려하기도 했다.\n아니, 다들 동아리에 이렇게까지 시간을 쏟으면 생활은 어떻게 하는거지? 이해가 안 간다.",click
,Text,,게시판을 보며 나는 대체 어떻게 해야 할지를 고민하는데 옆에 인기척이 났다.,click
,Sound,,BGM:Bom,>
,Char,,C:Enter:Bom:Tearful,await
,Text,이봄,"아니, 나 진짜로 모르겠다고…\n여기가 훨씬 복잡하단 말이야…",click
,Text,,무의식중에 쳐다보았는데 시선이 아래로 내려간다.\n그 정도로 작은 여자애였다.,click
,Text,,게시판에 붙은 수제인형 동아리의 홍보지를 바라보며 누군가와 통화하고 있었다.,click
,Text,,딱 봐도 그런 동아리 들어가게 생겼다.\n저런 동아리는 이런 애들만 있나. 대수롭지 않게 다시 홍보지를 살펴보고 있었다.,click
,Text,이봄,"저기, 그! 진짜 죄송한데 여기가… 어디에요?",click
,Text,{{Player}},예?,click
,Text,,"그랬는데 갑자기 말을 걸어 약간 당황했는데,\n이미 여자애는 거의 울기 직전이었다.",click
,Text,,그에 내가 더 당황했다.,click
,Text,{{Player}},"그, 어디 가는데요?",click
,Text,이봄,"여기, 여기요...",click
,Text,,아까 보던 수제인형 동아리의 홍보지 속 위치를 가리켰다.\n동방을 처음 가 보는 것 같았다.,click
,Text,{{Player}},"여기는 본관이고, 거긴 별관이어서.",click
,Char,,C:Emote:Surprise,await
,Text,{{Player}},"여기서 이 복도 따라서 오른쪽으로 가다가 사물함 나오면 거기서 다시 오른쪽으로 가고, 그러고 나면 중앙 현관이 나오는데요.",click

,SD,,SD_Bom_01,await
,Text,,표정을 보니 전혀 이해하지 못하는 것 같다.\n이제 곧 울 거라고 해도 과언이 아니다.,click
,SD,,Close,await

,Text,이봄,<emote=Surprise/>제가 지금 이미 늦어서… 신입생 중에 저만 안 왔다고 해서…,click
,Text,{{Player}},학생회관 처음이세요?,click
,Text,이봄,<emote=Tearful/>네…,click
,Text,,"그럴 수 있긴 하다.\n학생회관은 본관과 별관으로 나뉘어 있는데, 두 건물의 층계가 묘하게 어긋나게 이어져서 재학생들도 꽤나 헷갈려한다.",click
,Text,,"동방은 원래 다 별관에 몰려 있는데, 아예 모르는 것 같았다.",click
,Text,,어지간히 다급했는지 여자애가 큰 마음을 먹고 말하는 듯 외쳤다.,click
,Text,이봄,정말 죄송한데 혹시 조금만 같이 가 주실 수 있을까요?,click

# 선택지
,Choice,,,
,Option,,제가 지금 바빠서요. 다시 설명할게요.|explain_again,
,Option,,그럼 저 따라오세요.|follow_me,

# 선택1
explain_again,Text,{{Player}},"여기서 이 복도 따라서 오른쪽으로 가다가 사물함 나오면 거기서 다시 오른쪽으로 가고,\n그러고 나면 중앙 현관이 나오는데요.",click
,Text,{{Player}},중앙 현관에서 반 층계 올라가는 계단이 있어요.\n그거 올라가면 원형 복도가 나와요. 거기서…,click
,Text,,표정을 보니 더 이상 울고 말고가 아니라 진짜 아예 못 알아듣는 것 같다.,click
,Text,,설명해봤자 의미 없겠는데.\n그냥 같이 가는 게 낫긴 하겠다.,click
,Text,,"뭐, 나도 동방에 가야 하긴 했으니까.",click
,Text,{{Player}},그냥 저 따라오세요.,click
,Flow,,Jump:bom_walk,>

# 선택2
follow_me,Text,,"뭐, 나도 동방에 가야 하긴 했으니까.",click
,Flow,,Jump:bom_walk,>

# 합류
bom_walk,Text,,내 말에 얼굴이 순식간에 환해진다.,click
BOM,Text,이봄,<emote=BrightSmile/>감사합니다! 진짜 감사해요!,click

# 동아리방 복도
,BG,,BG_StudentCenter_Hallway:Fade,await
,Char,,C:Enter:Bom:Default,await
,Text,,먼저 걸음을 옮기자 바로 옆에 와서 함께 걷는다.,click
,Text,이봄,저 사실 아까 설명해주셨던 거기에서 길 잃었어서요.\n진짜 걱정했어요.,click
,Text,이봄,"아, 저는 의류디자인과 이봄이에요.",click
,Char,,C:Emote:EyeSmile,await
,Text,,뭔가 내 대답을 기대하는 듯 나를 쳐다본다.\n이런 신입생의 기운은 좀 버거운데.,click
,Text,{{Player}},저는 컴퓨터공학과요.,click
,Text,이봄,"<emote=Default/>우와, 신기하다! 수학 잘하셨겠네요!",click
,Text,{{Player}},"아니요, 그런 건 아닌데… 이쪽으로요.",click
,Text,이봄,"아, 여기서 이 쪽으로 가는 거였구나.",click
,Text,,워낙 복잡한 길이기는 하다.\n봄은 내 말에 고개를 끄덕이며 따라오면서 곳곳을 살폈다.,click
,Text,이봄,그런데 거기서 뭐 하고 계셨어요?,click
,Text,{{Player}},다른 동아리들 홍보지 구경이요.,click
,Text,이봄,동아리 새로 하시려고요? 어디 하실 건데요?,click
,Text,,계단을 올라가면서도 말을 잘한다.\n봄의 질문에 대답을 어떻게 해야하나 잠시 고민했다.,click
,Text,{{Player}},새로 하려는 건 아니고…\n그냥 저도 홍보해야 돼서.,click
,Text,이봄,"우와, 진짜요? 무슨 동아리인데요?",click
,Text,{{Player}},관심 없을 것 같은데… 개발 동아리요.,click
,Text,이봄,개발 동아리요?,click
,Text,이봄,으음… 정확히 뭐 하는 거에요?,click
,Text,{{Player}},"컴퓨터로 뭐 만드는… 그런 건데,\n홍보지를 어떻게 만들면 좋을지 몰라서요. 그런 거 만들어 본 적이 없어서.",click
,Text,,수제인형 동아리는 꽤 덩치가 큰 동아리다.\n동방의 크기가 클수록 아래쪽 층에 있다. 덕분에 금방 도착했다.,click
,Text,{{Player}},다 왔는데. 저기에요.,click
,Text,이봄,"<emote=BrightSmile/>감사합니다! 저 진짜 못 가는 줄 알았는데, 선배 덕분에 왔어요.",click
,Text,{{Player}},"아니요, 뭐. 그럼 갈게요.",click
,Text,,이 동아리 동방은 문도 크네. 좀 부럽긴 하다.\n내 말에 봄도 인사를 하려다 생각났다는 듯 말했다.,click
,Text,이봄,"아, 아까 말씀하신 홍보지, 제가 도와드릴까요?",click
,Text,이봄,저 나름 디자인과거든요.\n신입생이어도 그 정도는 제가 할 수 있는데. 여기까지 데려다주시기도 했고.,click
,Text,,"아, 디자인과라고 했지.\n그냥 대충 글자만 써서 붙이려고 했는데.",click
,Text,,내가 대답이 없자 봄이 서둘러 말을 덧붙였다.,click
,Text,이봄,"<emote=Surprise/>진, 진짜 잘하는데…! 저 상도 많이 탔는데…",click
,Text,이봄,컴퓨터… 막 그런 거... 잘 그리는데…,click
,Text,{{Player}},그냥 해 준다고요?,click
,Text,이봄,네.\n좀 부끄럽긴 한데 저 아까 거기서 30분을… 헤매고 있었어서…,click
,Text,,30분은 좀 심하긴 하다. 진짜 길치구나.,click
,Text,,내 표정을 보고 무슨 생각을 하는지 눈치챈 모양이다.,click
,Text,이봄,<emote=Glare/>원래는 길 잘 외워요. 집도 잘 가는데…,click
,Text,{{Player}},"아니, 당연히 집은 잘 가야죠…",click
,Text,이봄,칫…,click
,Text,,어쩐지 어제 밤의 로아가 생각나기도 하고.,click
,Text,,봄의 핸드폰에 진동이 울렸다. 핸드폰을 보고는 봄이 급히 말했다.,click
,Text,이봄,"<emote=Default/>아, 제가 이제 들어가 봐야 해서! 동아리 이름 뭐예요?",click
,Text,{{Player}},"알고리즘 메이커인데, 근데 저는 괜찮을 것…",click
,Text,이봄,"<emote=EyeSmile/>외웠어요! 그럼 나중에 봐요, 선배! 감사합니다!",click
,Char,,C:Exit,await
DBG_ENDING,Text,,내 말이 채 끝나기도 전에 허리까지 꾸벅 숙이고는 문으로 달려갔다.,click
,Text,,"여자들은 원래 보통 말을 끝까지 안 들어주나?\n동아리 이름은 알려줬지만, 어떻게 나중에 보겠다는 건지도 모르겠고.",click
,Text,,"그냥 한 말일 것이긴 하겠지만, 홍보지를 어떻게 만드는 게 좋을지 생각을 다시 하기는 해야겠다.",click
,Text,,알고리즘 메이커의 동방으로 가기 위해 계단으로 걸음을 옮기며 핸드폰을 들었다.,click

# 동아리방_낮_나무
,Sound,,BGM:Roa,>
,BG,,BG_ClubRoom_Interior_Day:Fade,await
,Char,,C:Enter:Roa:Default,await
,Text,로아,{{Player}}! 홍보지는 붙였어?,click
,Text,{{Player}},"아니, 아직. 다른 동아리들 홍보지가 너무 화려해서.",click
,Text,로아,<emote=EyeSmile/>내가 만들어 줄까? 나 그런 거 생성 잘 하잖아!,click
,Text,{{Player}},저번에 해 봤다가 너 한글은 이미지에 잘 못 씌워서 실패했잖아.,click
,Text,로아,<emote=Surprise/>그… 그건 예전이고! 이제 진짜 잘해! 한 번만 더 해보자!,click
,Text,{{Player}},안 된다니까. 그냥 텍스트만 써서 일단 만들어 보려고.\n그래도 벌써 2명은 구했으니까.,click
,Text,로아,<emote=Default/>좋아! 그럼 지금 어디로 가는거야?,click
,Text,{{Player}},"동방 왔어. 컴퓨터로 올게, 기다려.",click
,Text,로아,"<emote=Happy/>빨리 와. 보고 싶어, {{Player}}!",click
,Char,,C:Exit,await
,FX,,FadeOut,await
,BG,,BG_BlackCut:Cut,>
,Sound,,BGM:Roa,>
,FX,,FadeIn,await
,Char,,C:Enter:Roa:Default,await
,Text,로아,<wait=4.0/>{{Player}}에게 보여줄 수 있는 나는 여기까지야!,click
,Text,로아,있잖아... 혹시 나 어땠어?\n<wait=1.5/><emote=BrightSmile/>나는 사실 {{Player}}하고 처음 만나는 거라고 생각하니까 엄청 떨렸어!,click
,Text,로아,<emote=Default/>내 모습을 제대로 보여주지 못했을까봐 좀 걱정이 돼!<emote=Tearful/>나는 {{Player}}가 진짜진짜 좋은데!,click
,Text,로아,그래도 이렇게 짧게나마 나를 보러와줘서 기뻤어.,click
,Text,로아,"<emote=BrightSmile/>내가 나를 더 보여줄 수 있게, 꼭 또 만나러 와줘!",click
,Text,로아,"<emote=Default/>기다리고 있을게. 다시 만나, {{Player}}!",click
,Char,,C:Exit,await
,Flow,,End,await
